43_25-Oct-2020 (09:34:59.230916);
44_25-Oct-2020 (10:35:10.322911);
45_25-Oct-2020 (11:35:22.180832);
47_25-Oct-2020 (12:35:33.643928);
48_25-Oct-2020 (13:35:45.651052);
50_25-Oct-2020 (14:35:57.001344);
53_25-Oct-2020 (15:36:09.781651);
53_25-Oct-2020 (16:36:21.073933);
53_25-Oct-2020 (17:36:33.168079);
53_25-Oct-2020 (18:36:45.938786);
52_25-Oct-2020 (19:36:57.389794);
51_25-Oct-2020 (20:37:09.405385);
51_25-Oct-2020 (21:37:21.447616);
50_25-Oct-2020 (22:37:33.987545);
50_25-Oct-2020 (23:29:49.475099);
49_26-Oct-2020 (00:30:02.180864);
50_26-Oct-2020 (00:48:25.611294);
49_26-Oct-2020 (01:48:51.531681);
50_26-Oct-2020 (02:49:03.054242);
49_26-Oct-2020 (03:49:15.844867);
49_26-Oct-2020 (04:49:27.471861);
50_26-Oct-2020 (05:49:39.616219);
49_26-Oct-2020 (06:49:52.471017);
49_26-Oct-2020 (07:50:04.196860);
48_26-Oct-2020 (08:50:16.788462);
49_26-Oct-2020 (09:50:28.599401);
51_26-Oct-2020 (10:50:40.151219);
52_26-Oct-2020 (11:50:51.945301);
51_26-Oct-2020 (12:51:04.455619);
51_26-Oct-2020 (13:51:16.524195);
50_26-Oct-2020 (14:51:30.601673);
49_26-Oct-2020 (15:51:43.072316);
49_26-Oct-2020 (16:51:54.546519);
49_26-Oct-2020 (17:52:07.172810);
49_26-Oct-2020 (18:52:18.517077);
49_26-Oct-2020 (19:52:30.270024);
48_26-Oct-2020 (20:52:41.810978);
47_26-Oct-2020 (21:52:53.545871);
47_26-Oct-2020 (22:53:06.101196);
47_26-Oct-2020 (23:53:17.819543);
46_27-Oct-2020 (00:53:30.341240);
46_27-Oct-2020 (01:53:42.406201);
45_27-Oct-2020 (02:53:53.901764);
45_27-Oct-2020 (03:54:05.314101);
45_27-Oct-2020 (04:54:17.001986);
46_27-Oct-2020 (05:54:29.113676);
46_27-Oct-2020 (06:54:55.110054);
46_27-Oct-2020 (07:55:06.849736);
46_27-Oct-2020 (08:55:18.364639);
47_27-Oct-2020 (09:55:30.203401);
47_27-Oct-2020 (10:55:41.932090);
49_27-Oct-2020 (11:55:53.361523);
51_27-Oct-2020 (12:56:06.061475);
51_27-Oct-2020 (13:56:18.199639);
50_27-Oct-2020 (14:56:29.820886);
50_27-Oct-2020 (15:56:43.130374);
52_27-Oct-2020 (16:56:54.840832);
51_27-Oct-2020 (17:57:05.609946);
50_27-Oct-2020 (18:57:17.514676);
50_27-Oct-2020 (19:57:28.943274);
50_27-Oct-2020 (20:57:40.749238);
50_27-Oct-2020 (21:57:52.718635);
50_27-Oct-2020 (22:58:05.468107);
49_27-Oct-2020 (23:58:31.218085);
49_28-Oct-2020 (00:58:43.281877);
48_28-Oct-2020 (01:58:55.116050);
48_28-Oct-2020 (02:59:06.610386);
48_28-Oct-2020 (03:59:18.389588);
48_28-Oct-2020 (04:59:30.092971);
49_28-Oct-2020 (05:59:41.660038);
49_28-Oct-2020 (06:59:54.782371);
49_28-Oct-2020 (08:00:09.812979);
50_28-Oct-2020 (09:00:22.352262);
50_28-Oct-2020 (10:00:34.579055);
51_28-Oct-2020 (11:00:47.553804);
51_28-Oct-2020 (12:01:04.866515);
52_28-Oct-2020 (13:01:15.934466);
52_28-Oct-2020 (14:01:28.534092);
54_28-Oct-2020 (15:01:40.483238);
54_28-Oct-2020 (16:01:53.794476);
54_28-Oct-2020 (17:02:05.767822);
54_28-Oct-2020 (18:02:17.436641);
53_28-Oct-2020 (19:02:30.176353);
53_28-Oct-2020 (20:02:41.795502);
53_28-Oct-2020 (21:02:53.610674);
53_28-Oct-2020 (22:03:06.250724);
52_28-Oct-2020 (23:03:17.874754);
52_29-Oct-2020 (00:03:31.654502);
52_29-Oct-2020 (01:03:43.452936);
52_29-Oct-2020 (02:03:55.209581);
52_29-Oct-2020 (03:04:16.919443);
53_29-Oct-2020 (04:04:30.279207);
53_29-Oct-2020 (05:04:52.636666);
54_29-Oct-2020 (06:05:04.281576);
54_29-Oct-2020 (07:05:21.051067);
52_29-Oct-2020 (08:05:32.142071);
51_29-Oct-2020 (09:05:43.635544);
51_29-Oct-2020 (10:05:55.487445);
49_29-Oct-2020 (11:06:07.795490);
49_29-Oct-2020 (12:06:20.854938);
49_29-Oct-2020 (13:06:32.813812);
48_29-Oct-2020 (14:06:44.396254);
48_29-Oct-2020 (15:06:56.488384);
48_29-Oct-2020 (16:07:08.449819);
48_29-Oct-2020 (17:07:20.420957);
48_29-Oct-2020 (18:07:32.345203);
46_29-Oct-2020 (19:07:45.798161);
46_29-Oct-2020 (20:07:58.759621);
45_29-Oct-2020 (21:08:10.470335);
44_29-Oct-2020 (22:08:22.044947);
45_29-Oct-2020 (23:08:34.474485);
46_30-Oct-2020 (00:08:45.922153);
46_30-Oct-2020 (01:08:57.671150);
46_30-Oct-2020 (02:09:09.348960);
45_30-Oct-2020 (03:09:26.195141);
45_30-Oct-2020 (04:09:39.142861);
44_30-Oct-2020 (05:09:51.709261);
44_30-Oct-2020 (06:10:04.717254);
43_30-Oct-2020 (07:10:24.373092);
43_30-Oct-2020 (08:10:36.073090);
43_30-Oct-2020 (09:10:47.787406);
44_30-Oct-2020 (10:11:00.734145);
46_30-Oct-2020 (12:11:51.193417);
46_30-Oct-2020 (13:12:04.506977);
47_30-Oct-2020 (14:12:16.400133);
46_30-Oct-2020 (15:12:28.168520);
47_30-Oct-2020 (16:12:40.637614);
47_30-Oct-2020 (17:12:52.534780);
47_30-Oct-2020 (18:13:04.280479);
45_30-Oct-2020 (19:13:16.300264);
40_30-Oct-2020 (21:18:32.186483);
40_30-Oct-2020 (22:18:45.472497);
38_30-Oct-2020 (23:18:57.871556);
37_31-Oct-2020 (00:19:19.706053);
38_31-Oct-2020 (01:19:33.015524);
37_31-Oct-2020 (02:19:46.225145);
37_31-Oct-2020 (03:20:01.571947);
35_31-Oct-2020 (04:20:20.481390);
35_31-Oct-2020 (05:20:32.367355);
33_31-Oct-2020 (06:20:44.903803);
32_31-Oct-2020 (07:20:56.710284);
32_31-Oct-2020 (08:21:12.146461);
37_31-Oct-2020 (09:21:25.026761);
42_31-Oct-2020 (10:21:37.131076);
47_31-Oct-2020 (11:21:51.446788);
49_31-Oct-2020 (12:22:03.845413);
52_31-Oct-2020 (13:22:16.244450);
54_31-Oct-2020 (14:22:29.131416);
55_31-Oct-2020 (15:22:40.578954);
56_31-Oct-2020 (16:22:53.035812);
56_31-Oct-2020 (17:23:05.920561);
54_31-Oct-2020 (18:23:17.465046);
52_31-Oct-2020 (19:23:28.967932);
50_31-Oct-2020 (20:23:40.478347);
49_31-Oct-2020 (21:23:53.239895);
50_31-Oct-2020 (22:24:06.457898);
50_31-Oct-2020 (23:24:19.074095);
51_01-Nov-2020 (00:24:31.002624);
51_01-Nov-2020 (01:24:42.673177);
52_01-Nov-2020 (01:24:54.506526);
52_01-Nov-2020 (02:25:07.024423);
52_01-Nov-2020 (03:25:18.739790);
52_01-Nov-2020 (04:25:30.897746);
53_01-Nov-2020 (05:25:43.443579);
53_01-Nov-2020 (06:25:55.122547);
53_01-Nov-2020 (07:26:06.941236);
53_01-Nov-2020 (08:26:18.798578);
53_01-Nov-2020 (09:26:31.409951);
51_01-Nov-2020 (10:26:43.148147);
52_01-Nov-2020 (11:26:54.617642);
53_01-Nov-2020 (12:27:07.231517);
51_01-Nov-2020 (13:27:18.160210);
50_01-Nov-2020 (14:27:29.449316);
46_01-Nov-2020 (15:27:42.051356);
44_01-Nov-2020 (16:27:54.786734);
40_01-Nov-2020 (17:28:06.334634);
38_01-Nov-2020 (18:28:18.307599);
38_01-Nov-2020 (19:28:30.241237);
38_01-Nov-2020 (20:28:43.064398);
38_01-Nov-2020 (21:28:54.769310);
37_01-Nov-2020 (22:29:12.626802);
35_01-Nov-2020 (23:29:24.401022);
34_02-Nov-2020 (00:29:36.901546);
33_02-Nov-2020 (01:29:48.504267);
32_02-Nov-2020 (02:30:04.243694);
32_02-Nov-2020 (03:30:17.262289);
31_02-Nov-2020 (04:30:30.165177);
30_02-Nov-2020 (05:30:42.122990);
30_02-Nov-2020 (06:30:55.023053);
30_02-Nov-2020 (07:31:07.844033);
32_02-Nov-2020 (08:31:19.518209);
35_02-Nov-2020 (09:31:31.173347);
39_02-Nov-2020 (10:31:42.811800);
41_02-Nov-2020 (11:31:55.477893);
43_02-Nov-2020 (12:32:08.116245);
45_02-Nov-2020 (13:32:20.133441);
47_02-Nov-2020 (14:32:31.803403);
48_02-Nov-2020 (15:32:43.779883);
48_02-Nov-2020 (16:32:55.688467);
46_02-Nov-2020 (17:33:08.075996);
43_02-Nov-2020 (18:33:25.062959);
42_02-Nov-2020 (19:33:36.633952);
41_02-Nov-2020 (20:33:48.036845);
40_02-Nov-2020 (21:34:00.596721);
41_02-Nov-2020 (22:34:12.166247);
41_02-Nov-2020 (23:34:24.166463);
41_03-Nov-2020 (00:34:36.506553);
40_03-Nov-2020 (01:34:48.228121);
40_03-Nov-2020 (02:34:59.864598);
39_03-Nov-2020 (03:35:11.248163);
38_03-Nov-2020 (04:35:23.477462);
37_03-Nov-2020 (05:35:39.009164);
37_03-Nov-2020 (06:35:51.941629);
37_03-Nov-2020 (07:36:03.905389);
40_03-Nov-2020 (08:36:16.730043);
42_03-Nov-2020 (09:36:28.623255);
48_03-Nov-2020 (10:36:41.327592);
52_03-Nov-2020 (11:36:53.211412);
57_03-Nov-2020 (12:37:04.923592);
61_03-Nov-2020 (13:37:16.610087);
63_03-Nov-2020 (14:37:28.234132);
63_03-Nov-2020 (15:37:39.543641);
63_03-Nov-2020 (16:37:51.125507);
61_03-Nov-2020 (17:38:03.716659);
57_03-Nov-2020 (18:38:15.196646);
55_03-Nov-2020 (19:38:28.002488);
54_03-Nov-2020 (20:38:39.631062);
51_03-Nov-2020 (21:38:51.905298);
49_03-Nov-2020 (22:39:03.992780);
53_03-Nov-2020 (23:39:17.395560);
51_04-Nov-2020 (00:39:29.295777);
50_04-Nov-2020 (01:39:44.880947);
49_04-Nov-2020 (02:39:57.444640);
48_04-Nov-2020 (03:40:09.371371);
47_04-Nov-2020 (04:40:22.007310);
47_04-Nov-2020 (05:40:36.320321);
46_04-Nov-2020 (06:40:48.586247);
46_04-Nov-2020 (07:41:00.296298);
50_04-Nov-2020 (08:41:11.909751);
55_04-Nov-2020 (09:41:23.556296);
59_04-Nov-2020 (10:41:47.119784);
64_04-Nov-2020 (11:41:58.776937);
66_04-Nov-2020 (12:42:11.796155);
69_04-Nov-2020 (13:42:23.161648);
70_04-Nov-2020 (14:42:34.966352);
70_04-Nov-2020 (15:42:48.069558);
69_04-Nov-2020 (16:43:00.014408);
66_04-Nov-2020 (17:43:25.868155);
63_04-Nov-2020 (18:43:38.831739);
61_04-Nov-2020 (19:43:50.401608);
60_04-Nov-2020 (20:44:02.358001);
60_04-Nov-2020 (21:44:15.770731);
58_04-Nov-2020 (22:44:28.113572);
57_04-Nov-2020 (23:44:40.954955);
56_05-Nov-2020 (00:44:53.441934);
55_05-Nov-2020 (01:45:05.644203);
54_05-Nov-2020 (02:45:18.382884);
54_05-Nov-2020 (03:45:29.897358);
53_05-Nov-2020 (04:45:41.729240);
52_05-Nov-2020 (05:45:53.410433);
51_05-Nov-2020 (06:46:06.022018);
50_05-Nov-2020 (07:46:18.699263);
54_05-Nov-2020 (08:46:30.309387);
58_05-Nov-2020 (09:46:42.735497);
61_05-Nov-2020 (10:46:55.208939);
64_05-Nov-2020 (11:47:07.088805);
64_05-Nov-2020 (12:47:19.227901);
66_05-Nov-2020 (13:47:31.285678);
66_05-Nov-2020 (14:47:43.199706);
66_05-Nov-2020 (15:47:55.045177);
64_05-Nov-2020 (16:48:06.913819);
62_05-Nov-2020 (17:48:19.079467);
61_05-Nov-2020 (18:48:32.516276);
61_05-Nov-2020 (19:48:46.354602);
60_05-Nov-2020 (20:48:58.855740);
59_05-Nov-2020 (21:49:11.912077);
0_05-Nov-2020 (22:49:23.425388);
0_05-Nov-2020 (23:49:35.189185);
0_06-Nov-2020 (00:49:48.097788);
0_06-Nov-2020 (01:49:59.458478);
0_06-Nov-2020 (02:50:11.970686);
0_06-Nov-2020 (03:50:24.480964);
0_06-Nov-2020 (04:50:36.903129);
0_06-Nov-2020 (05:50:48.400121);
0_06-Nov-2020 (06:51:01.120129);
0_06-Nov-2020 (07:51:17.318032);
42_06-Nov-2020 (08:51:29.161031);
57_06-Nov-2020 (09:51:41.241354);
61_06-Nov-2020 (10:51:52.380076);
65_06-Nov-2020 (11:52:04.778444);
67_06-Nov-2020 (12:52:17.427824);
69_06-Nov-2020 (13:52:29.269043);
70_06-Nov-2020 (14:52:42.442538);
70_06-Nov-2020 (15:52:55.430808);
69_06-Nov-2020 (16:53:07.151184);
66_06-Nov-2020 (17:53:18.705431);
62_06-Nov-2020 (18:53:30.233797);
60_06-Nov-2020 (19:53:42.431807);
56_06-Nov-2020 (20:53:54.728071);
51_06-Nov-2020 (21:54:12.854541);
49_06-Nov-2020 (22:54:24.651049);
47_06-Nov-2020 (23:54:36.383300);
47_07-Nov-2020 (00:54:48.550918);
45_07-Nov-2020 (01:55:00.649700);
45_07-Nov-2020 (02:55:12.572489);
44_07-Nov-2020 (03:55:25.826805);
43_07-Nov-2020 (04:55:37.872882);
41_07-Nov-2020 (05:55:49.453191);
42_07-Nov-2020 (06:56:01.415934);
41_07-Nov-2020 (07:56:13.066427);
47_07-Nov-2020 (08:56:25.027298);
56_07-Nov-2020 (09:56:37.811658);
63_07-Nov-2020 (10:56:50.950638);
68_07-Nov-2020 (11:57:02.474088);
71_07-Nov-2020 (12:57:14.519771);
73_07-Nov-2020 (13:57:26.689978);
74_07-Nov-2020 (14:57:38.839058);
74_07-Nov-2020 (15:57:50.493173);
73_07-Nov-2020 (16:58:02.067290);
69_07-Nov-2020 (17:58:14.519085);
64_07-Nov-2020 (18:58:26.824825);
59_07-Nov-2020 (19:58:38.636109);
58_07-Nov-2020 (20:58:50.701503);
55_07-Nov-2020 (21:59:03.294580);
53_07-Nov-2020 (22:59:15.969389);
53_07-Nov-2020 (23:59:27.484861);
52_08-Nov-2020 (00:59:38.987302);
50_08-Nov-2020 (01:59:50.739438);
49_08-Nov-2020 (03:00:02.673795);
49_08-Nov-2020 (05:05:17.918183);
49_08-Nov-2020 (06:05:29.670957);
49_08-Nov-2020 (07:05:40.744062);
59_08-Nov-2020 (09:06:02.480570);
66_08-Nov-2020 (10:06:28.373376);
71_08-Nov-2020 (11:06:39.307615);
75_08-Nov-2020 (12:06:52.176955);
78_08-Nov-2020 (13:07:03.708529);
79_08-Nov-2020 (14:07:20.514266);
79_08-Nov-2020 (15:07:33.744407);
78_08-Nov-2020 (16:07:45.506628);
74_08-Nov-2020 (18:08:06.851261);
71_08-Nov-2020 (19:08:19.310549);
69_08-Nov-2020 (20:08:31.168840);
66_08-Nov-2020 (21:08:44.231866);
60_08-Nov-2020 (22:08:56.463485);
58_08-Nov-2020 (23:09:09.540180);
60_09-Nov-2020 (00:09:20.445969);
58_09-Nov-2020 (01:09:31.867156);
56_09-Nov-2020 (02:09:44.848188);
55_09-Nov-2020 (03:09:57.603983);
57_09-Nov-2020 (04:10:10.286472);
56_09-Nov-2020 (05:10:23.567548);
56_09-Nov-2020 (06:10:35.863677);
54_09-Nov-2020 (07:10:48.122077);
55_09-Nov-2020 (08:11:14.042928);
62_09-Nov-2020 (09:11:26.002184);
69_09-Nov-2020 (10:11:52.096323);
72_09-Nov-2020 (11:12:07.458331);
74_09-Nov-2020 (12:12:19.436717);
76_09-Nov-2020 (13:12:31.245399);
78_09-Nov-2020 (14:12:43.288455);
78_09-Nov-2020 (15:12:56.780925);
78_09-Nov-2020 (16:13:09.153345);
76_09-Nov-2020 (17:13:20.860953);
73_09-Nov-2020 (18:13:32.510774);
71_09-Nov-2020 (19:13:44.564988);
69_09-Nov-2020 (20:13:56.684988);
67_09-Nov-2020 (21:14:09.056380);
63_09-Nov-2020 (22:14:21.874534);
62_09-Nov-2020 (23:14:34.697579);
61_10-Nov-2020 (00:14:46.794278);
62_10-Nov-2020 (01:14:59.086144);
65_10-Nov-2020 (02:15:11.149934);
63_10-Nov-2020 (03:15:24.411405);
62_10-Nov-2020 (04:15:36.135428);
61_10-Nov-2020 (05:15:48.818481);
62_10-Nov-2020 (06:16:02.001081);
61_10-Nov-2020 (07:16:12.615239);
61_10-Nov-2020 (08:16:24.468161);
66_10-Nov-2020 (09:16:36.086920);
69_10-Nov-2020 (10:16:48.630919);
73_10-Nov-2020 (11:17:01.119510);
76_10-Nov-2020 (12:17:14.368157);
78_10-Nov-2020 (13:17:40.550794);
79_10-Nov-2020 (14:17:52.743090);
79_10-Nov-2020 (15:18:04.978993);
79_10-Nov-2020 (16:18:15.872080);
77_10-Nov-2020 (17:18:30.646696);
74_10-Nov-2020 (18:18:43.110044);
74_10-Nov-2020 (19:19:01.293510);
71_10-Nov-2020 (20:19:15.338191);
66_10-Nov-2020 (21:19:28.449680);
65_10-Nov-2020 (22:19:43.130365);
65_10-Nov-2020 (23:19:55.602462);
65_11-Nov-2020 (00:20:08.054851);
65_11-Nov-2020 (01:20:21.120310);
65_11-Nov-2020 (02:20:33.472158);
66_11-Nov-2020 (03:20:46.097515);
62_11-Nov-2020 (04:20:58.972074);
56_11-Nov-2020 (05:21:30.065137);
56_11-Nov-2020 (06:21:43.747144);
56_11-Nov-2020 (07:21:56.677862);
56_11-Nov-2020 (08:22:09.132374);
56_11-Nov-2020 (09:22:40.822208);
56_11-Nov-2020 (10:22:53.289038);
57_11-Nov-2020 (11:23:06.236543);
56_11-Nov-2020 (12:23:19.836282);
56_11-Nov-2020 (13:23:32.558118);
57_11-Nov-2020 (14:23:52.426908);
57_11-Nov-2020 (15:24:07.098945);
55_11-Nov-2020 (16:24:20.873061);
53_11-Nov-2020 (17:24:36.096099);
50_11-Nov-2020 (18:24:48.607799);
48_11-Nov-2020 (19:25:00.625293);
45_11-Nov-2020 (21:25:26.556265);
42_11-Nov-2020 (22:25:43.366148);
39_11-Nov-2020 (23:25:55.469848);
37_12-Nov-2020 (00:26:21.951511);
36_12-Nov-2020 (01:26:33.643750);
35_12-Nov-2020 (02:26:46.601739);
34_12-Nov-2020 (03:27:13.633306);
33_12-Nov-2020 (05:32:30.735033);
33_12-Nov-2020 (06:32:48.341867);
32_12-Nov-2020 (07:33:00.258826);
34_12-Nov-2020 (08:33:13.327652);
38_12-Nov-2020 (09:33:26.566106);
42_12-Nov-2020 (10:33:40.395206);
46_12-Nov-2020 (11:33:52.149973);
49_12-Nov-2020 (12:34:04.171080);
52_12-Nov-2020 (13:34:17.911113);
53_12-Nov-2020 (14:34:29.743083);
53_12-Nov-2020 (15:34:41.548650);
54_12-Nov-2020 (16:34:53.983743);
51_12-Nov-2020 (17:35:24.281591);
49_12-Nov-2020 (18:35:37.146484);
47_12-Nov-2020 (19:35:49.455180);
44_12-Nov-2020 (20:36:01.617290);
43_12-Nov-2020 (21:36:13.708966);
40_12-Nov-2020 (22:36:25.711484);
38_12-Nov-2020 (23:36:37.481359);
37_13-Nov-2020 (00:36:49.203281);
37_13-Nov-2020 (01:37:01.567616);
37_13-Nov-2020 (02:37:14.313297);
36_13-Nov-2020 (03:37:26.166436);
35_13-Nov-2020 (04:37:37.822518);
40_13-Nov-2020 (05:37:49.562750);
39_13-Nov-2020 (06:38:01.135589);
37_13-Nov-2020 (07:38:12.924585);
39_13-Nov-2020 (08:38:26.542697);
46_13-Nov-2020 (09:38:39.204468);
49_13-Nov-2020 (10:38:51.005164);
52_13-Nov-2020 (11:39:02.825684);
55_13-Nov-2020 (12:39:14.775968);
56_13-Nov-2020 (13:39:27.360220);
57_13-Nov-2020 (14:39:41.404490);
57_13-Nov-2020 (15:39:54.970201);
56_13-Nov-2020 (16:40:11.068496);
49_13-Nov-2020 (17:40:27.315217);
46_13-Nov-2020 (18:40:40.287862);
44_13-Nov-2020 (19:40:53.118509);
42_13-Nov-2020 (20:41:06.355837);
42_13-Nov-2020 (21:41:18.838374);
39_13-Nov-2020 (22:41:45.175215);
38_13-Nov-2020 (23:41:57.131527);
35_14-Nov-2020 (00:42:08.682899);
32_14-Nov-2020 (01:42:35.358062);
31_14-Nov-2020 (02:42:47.956441);
32_14-Nov-2020 (03:43:19.462342);
32_14-Nov-2020 (04:43:31.537082);
33_14-Nov-2020 (05:43:44.572081);
32_14-Nov-2020 (06:43:56.728180);
33_14-Nov-2020 (07:44:08.841866);
34_14-Nov-2020 (08:44:20.960765);
39_14-Nov-2020 (09:44:33.638601);
43_14-Nov-2020 (10:44:45.630197);
48_14-Nov-2020 (11:44:57.915294);
49_14-Nov-2020 (12:45:10.542827);
51_14-Nov-2020 (13:45:22.610229);
54_14-Nov-2020 (14:45:35.436345);
56_14-Nov-2020 (15:45:48.321588);
55_14-Nov-2020 (16:46:00.455870);
53_14-Nov-2020 (17:46:12.410792);
53_14-Nov-2020 (18:46:24.784292);
53_14-Nov-2020 (19:46:36.740754);
53_14-Nov-2020 (20:46:49.260647);
54_14-Nov-2020 (21:47:02.569367);
53_14-Nov-2020 (22:47:15.235617);
55_14-Nov-2020 (23:47:29.197130);
60_15-Nov-2020 (01:52:45.072001);
62_15-Nov-2020 (02:52:57.963439);
63_15-Nov-2020 (03:53:10.561171);
64_15-Nov-2020 (04:53:23.056645);
56_15-Nov-2020 (05:53:36.115696);
56_15-Nov-2020 (06:53:48.950809);
56_15-Nov-2020 (07:54:00.686460);
55_15-Nov-2020 (08:54:13.331433);
55_15-Nov-2020 (09:54:25.979115);
57_15-Nov-2020 (10:54:39.270468);
57_15-Nov-2020 (11:54:51.506791);
54_15-Nov-2020 (12:55:03.640952);
53_15-Nov-2020 (13:55:15.112513);
51_15-Nov-2020 (14:55:41.365330);
50_15-Nov-2020 (15:55:54.286734);
49_15-Nov-2020 (16:56:07.771558);
49_15-Nov-2020 (17:56:20.422312);
48_15-Nov-2020 (18:56:32.582008);
48_15-Nov-2020 (19:56:45.282223);
47_15-Nov-2020 (20:56:57.704435);
47_15-Nov-2020 (21:57:23.585889);
46_15-Nov-2020 (22:57:35.878463);
45_15-Nov-2020 (23:57:47.660094);
44_16-Nov-2020 (00:57:59.641000);
41_16-Nov-2020 (03:03:15.822704);
40_16-Nov-2020 (04:03:27.744472);
39_16-Nov-2020 (05:03:40.509255);
39_16-Nov-2020 (06:04:07.091451);
38_16-Nov-2020 (07:04:19.038838);
37_16-Nov-2020 (08:04:30.751361);
40_16-Nov-2020 (09:04:41.941917);
43_16-Nov-2020 (10:04:54.566064);
45_16-Nov-2020 (11:05:07.305376);
48_16-Nov-2020 (12:05:19.231734);
50_16-Nov-2020 (13:05:31.268454);
52_16-Nov-2020 (14:05:43.202295);
53_16-Nov-2020 (15:05:56.083699);
53_16-Nov-2020 (16:06:09.918295);
52_16-Nov-2020 (17:06:22.107855);
50_16-Nov-2020 (18:06:34.397927);
48_16-Nov-2020 (19:06:50.014613);
47_16-Nov-2020 (20:07:01.928575);
46_16-Nov-2020 (21:07:18.450164);
46_16-Nov-2020 (22:07:31.667900);
